,open,high,low,close,volume
2021-04-20 23:00:00,108.574,109.749,107.75,107.802,16797.351000000002
2021-04-20 23:15:00,107.751,108.79,107.303,107.628,25948.175
2021-04-20 23:30:00,107.644,108.255,106.899,107.689,34441.479
2021-04-20 23:45:00,107.735,108.254,106.8,108.138,27567.929
2021-04-21 00:00:00,108.138,109.241,107.279,108.901,39908.676
2021-04-21 00:15:00,108.9,109.202,108.216,108.7,45610.404
2021-04-21 00:30:00,108.671,108.75,106.564,106.623,24493.717
2021-04-21 00:45:00,106.563,107.291,104.537,104.993,44595.862
2021-04-21 01:00:00,105.037,106.597,104.262,106.21,26778.884
2021-04-21 01:15:00,106.419,106.438,105.359,106.25,21760.015
2021-04-21 01:30:00,106.173,106.471,105.374,105.742,13034.4
2021-04-21 01:45:00,105.742,106.484,105.072,106.135,14940.456
2021-04-21 02:00:00,106.135,106.196,105.482,105.834,8432.698
2021-04-21 02:15:00,105.834,106.952,105.71,106.897,8652.846
2021-04-21 02:30:00,106.806,107.179,106.413,106.637,10940.483
2021-04-21 02:45:00,106.6,107.321,106.511,106.82,7622.989
2021-04-21 03:00:00,106.896,106.967,106.402,106.628,12217.819
2021-04-21 03:15:00,106.604,106.653,104.652,105.291,17069.4
2021-04-21 03:30:00,105.292,105.475,104.021,104.816,23093.91
2021-04-21 03:45:00,104.76,104.891,103.355,103.604,21382.845
2021-04-21 04:00:00,103.491,104.47,103.35,103.62,17481.272
2021-04-21 04:15:00,103.62,104.938,103.152,104.671,14446.596
2021-04-21 04:30:00,104.671,105.298,104.5,104.626,8584.268
2021-04-21 04:45:00,104.547,104.9,104.376,104.402,10685.71
2021-04-21 05:00:00,104.477,105.248,103.501,105.181,20438.423
2021-04-21 05:15:00,105.247,105.247,103.411,103.779,16869.388
2021-04-21 05:30:00,103.841,104.546,102.697,103.663,22081.989
2021-04-21 05:45:00,103.573,104.747,102.897,104.653,12592.612
2021-04-21 06:00:00,104.667,104.997,103.218,104.944,19109.104
2021-04-21 06:15:00,104.975,106.395,104.564,106.008,25347.727000000006
2021-04-21 06:30:00,105.901,106.066,105.056,105.795,19348.051
2021-04-21 06:45:00,105.794,106.241,105.344,105.589,13850.575
2021-04-21 07:00:00,105.589,105.688,104.135,104.967,15913.706
2021-04-21 07:15:00,104.975,106.362,104.728,104.959,17684.591
2021-04-21 07:30:00,104.872,105.6,103.643,103.931,39539.253
2021-04-21 07:45:00,103.931,104.475,103.33,103.817,27304.961
2021-04-21 08:00:00,103.814,104.386,101.7,103.421,41298.38
2021-04-21 08:15:00,103.436,103.811,102.373,103.197,25216.634
2021-04-21 08:30:00,103.183,104.376,102.761,104.2,24117.907000000007
2021-04-21 08:45:00,104.2,104.286,102.0,103.77,57339.513
2021-04-21 09:00:00,103.74,103.837,102.737,103.101,24010.377
2021-04-21 09:15:00,103.1,103.54,102.627,103.156,20112.106
2021-04-21 09:30:00,103.216,103.309,102.38,102.783,28599.923
2021-04-21 09:45:00,102.786,103.381,102.639,102.901,23103.816000000006
2021-04-21 10:00:00,102.945,102.948,101.761,101.982,21808.184
2021-04-21 10:15:00,101.943,102.778,101.6,101.6,14582.377
2021-04-21 10:30:00,101.6,101.87,100.3,100.631,42479.856
2021-04-21 10:45:00,100.599,100.688,99.119,99.475,50401.051
2021-04-21 11:00:00,99.5,101.427,99.213,101.234,35810.011
2021-04-21 11:15:00,101.273,101.298,99.2,99.643,27962.888
2021-04-21 11:30:00,99.627,100.45,98.901,99.86,27477.714
2021-04-21 11:45:00,99.86,99.962,98.209,99.433,37055.68700000001
2021-04-21 12:00:00,99.424,100.7,98.281,100.594,30305.852000000006
2021-04-21 12:15:00,100.613,102.768,100.13,102.463,43469.22
2021-04-21 12:30:00,102.377,102.769,101.428,102.417,27371.561
2021-04-21 12:45:00,102.43,102.856,102.0,102.801,19714.54
2021-04-21 13:00:00,102.801,103.471,102.256,102.953,25543.39
2021-04-21 13:15:00,102.953,103.972,102.907,103.536,18498.017
2021-04-21 13:30:00,103.59,104.269,103.489,103.932,17277.963
2021-04-21 13:45:00,103.932,103.942,102.484,102.701,20717.299
2021-04-21 14:00:00,102.701,103.047,101.829,102.161,14039.647
2021-04-21 14:15:00,102.106,102.597,101.199,102.426,20029.994
2021-04-21 14:30:00,102.434,104.488,102.4,103.96,36453.092
2021-04-21 14:45:00,104.006,104.932,103.932,104.5,27083.979
2021-04-21 15:00:00,104.549,105.953,104.225,104.508,30223.543
2021-04-21 15:15:00,104.515,104.619,103.529,103.616,13701.323
2021-04-21 15:30:00,103.575,104.982,103.441,104.898,28516.802000000003
2021-04-21 15:45:00,104.925,105.495,104.067,105.343,14331.206
2021-04-21 16:00:00,105.404,105.5,104.565,105.017,19552.459
2021-04-21 16:15:00,105.013,105.298,103.728,103.851,10773.955
2021-04-21 16:30:00,103.876,103.926,103.122,103.474,16548.946
2021-04-21 16:45:00,103.538,104.024,103.2,103.415,14311.206
2021-04-21 17:00:00,103.388,103.606,102.716,102.903,12586.217
2021-04-21 17:15:00,102.896,103.358,102.806,102.841,6183.151999999999
2021-04-21 17:30:00,102.892,103.111,102.0,102.448,10920.953
2021-04-21 17:45:00,102.448,102.633,101.913,102.026,14512.051
2021-04-21 18:00:00,101.984,103.147,101.96,102.59,12955.44
2021-04-21 18:15:00,102.669,102.888,101.508,101.962,14442.073
2021-04-21 18:30:00,102.042,102.15,101.417,101.552,13205.923
2021-04-21 18:45:00,101.548,101.7,100.873,101.489,20014.319
2021-04-21 19:00:00,101.517,102.123,101.302,101.9,11229.851
2021-04-21 19:15:00,101.955,102.816,101.862,102.816,8628.690999999999
2021-04-21 19:30:00,102.782,103.01,102.41,102.611,10489.465
2021-04-21 19:45:00,102.611,102.879,102.356,102.721,10361.727
2021-04-21 20:00:00,102.77,102.811,100.408,100.6,21714.986
2021-04-21 20:15:00,100.709,101.098,100.04,100.29,21542.469
2021-04-21 20:30:00,100.378,101.399,99.6,99.76,28149.891
2021-04-21 20:45:00,99.812,100.5,99.603,99.806,20501.695
2021-04-21 21:00:00,99.803,100.488,99.629,99.636,16126.546
2021-04-21 21:15:00,99.699,99.9,99.064,99.411,13268.38
2021-04-21 21:30:00,99.405,100.575,99.372,99.662,15446.32
2021-04-21 21:45:00,99.626,100.559,99.595,100.163,9279.023
2021-04-21 22:00:00,100.097,101.175,99.786,101.022,15963.283
2021-04-21 22:15:00,100.991,101.71,99.75,99.815,14043.211
2021-04-21 22:30:00,99.751,100.2,98.034,98.31,35184.348
2021-04-21 22:45:00,98.404,98.464,93.998,97.533,83830.203
2021-04-21 23:00:00,97.623,98.456,95.563,96.662,45407.05
2021-04-21 23:15:00,96.784,97.595,95.74,96.933,54299.301
2021-04-21 23:30:00,96.929,98.853,96.875,98.377,28894.79
2021-04-21 23:45:00,98.352,98.352,96.5,96.846,19713.345
2021-04-22 00:00:00,96.823,98.152,94.48,95.144,112286.561
2021-04-22 00:15:00,95.144,96.96,94.481,96.497,44173.20200000001
2021-04-22 00:30:00,96.498,97.88,96.155,97.099,41501.646
2021-04-22 00:45:00,97.095,97.605,96.133,97.515,14227.176
2021-04-22 01:00:00,97.512,99.729,97.184,99.7,27291.214
2021-04-22 01:15:00,99.625,99.653,98.517,98.684,19849.25
2021-04-22 01:30:00,98.679,99.221,98.305,98.5,11784.448
2021-04-22 01:45:00,98.5,98.843,96.786,96.944,11478.19
2021-04-22 02:00:00,96.943,97.024,94.359,95.181,50516.957
2021-04-22 02:15:00,94.992,95.835,94.1,95.471,42309.92
2021-04-22 02:30:00,95.47,96.2,95.001,96.001,18231.209
2021-04-22 02:45:00,95.995,96.541,95.641,95.738,12203.761
2021-04-22 03:00:00,95.738,96.7,95.438,96.52,12686.598999999998
2021-04-22 03:15:00,96.52,96.7,95.073,95.086,15574.89
2021-04-22 03:30:00,95.086,95.398,93.552,93.949,34114.611000000004
2021-04-22 03:45:00,93.877,93.905,92.135,93.274,45168.49400000001
2021-04-22 04:00:00,93.227,95.717,93.108,95.651,35041.558
2021-04-22 04:15:00,95.533,96.37,94.885,96.092,15280.252
2021-04-22 04:30:00,96.109,96.455,94.444,94.457,13847.202
2021-04-22 04:45:00,94.456,96.145,94.246,95.989,13041.608
2021-04-22 05:00:00,95.928,95.991,95.193,95.387,11391.678999999998
2021-04-22 05:15:00,95.39,95.938,94.916,95.499,9882.132
2021-04-22 05:30:00,95.481,96.125,95.03,95.891,8506.534
2021-04-22 05:45:00,95.901,96.966,95.671,96.877,14184.659
2021-04-22 06:00:00,96.855,97.744,96.666,97.33,26604.479
2021-04-22 06:15:00,97.307,98.214,97.266,97.942,24009.091
2021-04-22 06:30:00,97.943,98.17,96.784,97.22,11980.54
2021-04-22 06:45:00,97.235,97.235,96.327,96.421,7804.460999999998
2021-04-22 07:00:00,96.48,97.227,95.848,96.281,15629.786
2021-04-22 07:15:00,96.203,96.32,95.436,95.846,14518.555
2021-04-22 07:30:00,95.819,96.587,95.658,96.114,9272.675
2021-04-22 07:45:00,96.115,96.357,95.36,95.36,9258.732
2021-04-22 08:00:00,95.44,95.856,94.25,94.681,19449.551
2021-04-22 08:15:00,94.599,94.793,93.002,93.225,29300.222
2021-04-22 08:30:00,93.159,93.952,91.895,91.915,37811.383
2021-04-22 08:45:00,91.92,93.049,91.103,92.94,66807.845
2021-04-22 09:00:00,93.023,93.027,91.662,92.063,33141.891
2021-04-22 09:15:00,92.035,93.56,91.7,92.985,25150.132
2021-04-22 09:30:00,92.941,94.231,92.747,93.617,18754.697
2021-04-22 09:45:00,93.701,95.036,93.638,95.0,15812.322
2021-04-22 10:00:00,95.0,95.136,94.204,94.432,15236.904
2021-04-22 10:15:00,94.524,94.816,93.938,94.739,10882.457
2021-04-22 10:30:00,94.738,95.354,94.524,95.313,12103.915
2021-04-22 10:45:00,95.312,95.492,93.814,93.869,11541.418
2021-04-22 11:00:00,93.885,97.768,93.61,97.269,46862.043
2021-04-22 11:15:00,97.2,99.0,97.2,97.534,62557.549000000006
2021-04-22 11:30:00,97.455,98.913,97.355,97.969,36594.98
2021-04-22 11:45:00,97.966,98.323,96.901,97.519,17594.319
2021-04-22 12:00:00,97.537,103.595,97.445,101.927,110211.653
2021-04-22 12:15:00,101.909,103.731,101.256,102.292,64193.614
2021-04-22 12:30:00,102.293,105.181,102.215,103.4,79309.835
2021-04-22 12:45:00,103.4,104.069,101.0,101.054,49018.70400000001
2021-04-22 13:00:00,101.001,101.701,99.829,101.049,53854.516
2021-04-22 13:15:00,101.079,102.674,100.425,102.611,29987.218
2021-04-22 13:30:00,102.56,102.603,100.4,100.481,23058.238
2021-04-22 13:45:00,100.48,101.11,98.944,98.998,35987.254
2021-04-22 14:00:00,99.058,100.896,98.862,100.111,36555.117
2021-04-22 14:15:00,100.195,100.718,99.63,100.235,26663.581
2021-04-22 14:30:00,100.237,101.401,99.718,101.078,17213.754
2021-04-22 14:45:00,101.028,102.119,100.637,101.424,23728.272
2021-04-22 15:00:00,101.492,103.34,100.527,101.077,37590.523
2021-04-22 15:15:00,101.082,101.21,100.164,100.551,25644.689
2021-04-22 15:30:00,100.542,101.571,100.3,100.683,17357.316000000006
2021-04-22 15:45:00,100.689,101.877,100.118,101.165,18778.402
2021-04-22 16:00:00,101.064,101.513,100.537,100.715,24045.354
2021-04-22 16:15:00,100.611,102.779,100.611,102.526,19075.844
2021-04-22 16:30:00,102.529,102.999,101.888,102.715,17569.613
2021-04-22 16:45:00,102.714,102.775,101.88,102.141,13673.063
2021-04-22 17:00:00,102.031,103.134,100.555,100.562,27453.827
2021-04-22 17:15:00,100.562,101.084,99.8,100.628,25209.582
2021-04-22 17:30:00,100.663,100.663,98.255,98.362,33007.445
2021-04-22 17:45:00,98.362,99.389,96.506,96.771,41813.085
2021-04-22 18:00:00,96.767,97.9,96.2,97.161,39622.86
2021-04-22 18:15:00,97.188,97.842,95.232,97.074,62046.474
2021-04-22 18:30:00,96.987,97.676,96.397,97.586,36397.014
2021-04-22 18:45:00,97.54,98.98,97.16,98.58,36957.115
2021-04-22 19:00:00,98.614,98.614,95.513,96.0,34651.684
2021-04-22 19:15:00,96.071,96.071,94.446,95.834,53000.108
2021-04-22 19:30:00,95.843,97.831,95.76,96.933,23992.749
2021-04-22 19:45:00,96.991,97.689,95.99,96.555,26874.438
2021-04-22 20:00:00,96.578,96.612,94.525,95.129,46227.68900000001
2021-04-22 20:15:00,95.072,95.588,92.5,93.46,40790.277
2021-04-22 20:30:00,93.528,94.237,92.257,93.211,48869.701
2021-04-22 20:45:00,93.211,93.476,89.27,90.356,104459.099
2021-04-22 21:00:00,90.488,90.94,85.0,87.89299999999999,153512.628
2021-04-22 21:15:00,87.90799999999999,91.087,87.89399999999998,90.497,55708.71900000001
2021-04-22 21:30:00,90.457,91.506,89.03200000000002,90.66,30720.484
2021-04-22 21:45:00,90.597,90.657,88.171,90.03,36832.518
2021-04-22 22:00:00,90.03,91.281,88.802,91.208,25555.558
2021-04-22 22:15:00,91.207,91.855,90.02600000000002,91.292,22833.924
2021-04-22 22:30:00,91.204,92.367,90.165,90.576,45132.39
2021-04-22 22:45:00,90.518,91.356,89.04,91.176,40811.89
2021-04-22 23:00:00,91.176,93.45,90.382,92.57,31168.735
2021-04-22 23:15:00,92.702,93.548,91.789,92.866,21811.626
2021-04-22 23:30:00,92.869,93.049,91.142,92.65,16574.848
2021-04-22 23:45:00,92.633,92.761,89.697,89.82799999999997,20228.145
2021-04-23 00:00:00,89.765,90.959,87.0,89.351,109547.496
2021-04-23 00:15:00,89.396,91.603,88.755,91.151,47605.853
2021-04-23 00:30:00,91.052,91.639,89.12200000000001,89.277,27488.961
2021-04-23 00:45:00,89.236,90.507,88.459,88.90299999999998,31817.278
2021-04-23 01:00:00,89.0,90.397,88.20100000000002,88.292,32731.389
2021-04-23 01:15:00,88.29899999999998,88.84200000000001,86.01899999999998,87.671,49619.616
2021-04-23 01:30:00,87.773,88.50399999999998,84.6,84.95700000000002,65761.355
2021-04-23 01:45:00,84.745,85.65100000000002,81.382,83.655,112906.245
2021-04-23 02:00:00,83.839,84.76700000000002,79.81,79.816,80651.893
2021-04-23 02:15:00,79.666,80.89699999999998,73.336,76.35600000000002,132033.66199999998
2021-04-23 02:30:00,76.359,79.084,74.569,76.361,89739.084
2021-04-23 02:45:00,76.375,82.24700000000001,76.277,81.044,98332.031
2021-04-23 03:00:00,80.95100000000002,82.70700000000002,80.263,80.89699999999998,57993.793
2021-04-23 03:15:00,80.975,81.99799999999998,80.057,81.497,45468.919
2021-04-23 03:30:00,81.385,85.13799999999998,80.535,83.801,50130.77
2021-04-23 03:45:00,83.709,85.49,83.15100000000002,85.3,59380.291
2021-04-23 04:00:00,85.3,85.37700000000002,82.29700000000003,83.081,62043.306
2021-04-23 04:15:00,82.978,83.68799999999997,82.742,83.344,26483.476
2021-04-23 04:30:00,83.26799999999999,83.824,81.101,81.15899999999998,36954.58
2021-04-23 04:45:00,81.173,81.946,78.762,79.291,48835.127
2021-04-23 05:00:00,79.28699999999998,81.0,78.21600000000002,78.631,48823.983
2021-04-23 05:15:00,78.749,79.149,75.703,78.902,95103.215
2021-04-23 05:30:00,78.89,81.127,78.888,80.069,49281.106
2021-04-23 05:45:00,80.033,81.37899999999998,79.84899999999998,80.248,43641.559
2021-04-23 06:00:00,80.183,80.245,78.142,79.357,46494.944
2021-04-23 06:15:00,79.36399999999998,79.40899999999998,77.32300000000002,77.76,62019.151
2021-04-23 06:30:00,77.867,78.925,76.65100000000002,78.038,49999.82700000001
2021-04-23 06:45:00,77.969,78.995,77.163,78.555,46749.503
2021-04-23 07:00:00,78.55,79.505,77.42,79.462,46487.22900000001
2021-04-23 07:15:00,79.505,79.773,78.07600000000002,78.31,38753.834
2021-04-23 07:30:00,78.31,78.36399999999998,76.123,76.833,56595.071
2021-04-23 07:45:00,76.805,77.294,75.195,75.78699999999998,55319.499
2021-04-23 08:00:00,75.70100000000002,77.03,74.601,76.312,66641.326
2021-04-23 08:15:00,76.26899999999998,77.56,75.874,77.087,40370.059
2021-04-23 08:30:00,77.14699999999998,78.684,76.993,77.808,36609.578
2021-04-23 08:45:00,77.857,80.089,77.355,80.089,31025.12
2021-04-23 09:00:00,80.027,80.179,78.54899999999998,79.384,35757.821
2021-04-23 09:15:00,79.384,79.4,77.717,77.94800000000002,26728.389
2021-04-23 09:30:00,77.783,78.54899999999998,76.5,77.382,29394.201
2021-04-23 09:45:00,77.377,78.85600000000002,77.04,78.285,29969.388
2021-04-23 10:00:00,78.27199999999998,81.0,77.965,80.408,63657.31
2021-04-23 10:15:00,80.495,81.83,80.301,81.25,49721.764
2021-04-23 10:30:00,81.2,82.805,81.09,82.584,38401.681
2021-04-23 10:45:00,82.575,82.671,81.551,82.23899999999998,27241.672
2021-04-23 11:00:00,82.182,82.64,81.168,82.244,15704.487
2021-04-23 11:15:00,82.255,85.4,82.1,85.376,68303.714
2021-04-23 11:30:00,85.281,86.477,84.79299999999998,85.251,66225.03
2021-04-23 11:45:00,85.255,85.255,83.052,83.92200000000003,51639.268
2021-04-23 12:00:00,83.851,84.605,81.623,82.28200000000002,45767.013
2021-04-23 12:15:00,82.321,82.699,80.51,81.194,42177.614
2021-04-23 12:30:00,81.107,84.78,80.265,82.635,33191.789
2021-04-23 12:45:00,82.679,82.73200000000001,79.748,80.17699999999998,38896.705
2021-04-23 13:00:00,80.146,80.983,79.074,80.542,37738.358
2021-04-23 13:15:00,80.538,80.87899999999998,77.97399999999998,79.002,41535.65
2021-04-23 13:30:00,79.006,79.521,77.65,78.25399999999998,33794.291
2021-04-23 13:45:00,78.288,79.86,77.783,79.352,25920.664
2021-04-23 14:00:00,79.459,80.384,78.694,80.384,19954.324
2021-04-23 14:15:00,80.348,80.822,79.90100000000002,80.439,20313.589
2021-04-23 14:30:00,80.411,81.5,80.28,81.26,26639.673
2021-04-23 14:45:00,81.321,81.321,80.118,81.0,20063.058
2021-04-23 15:00:00,80.997,81.055,78.8,79.415,26214.533
2021-04-23 15:15:00,79.459,79.99,78.334,79.195,22517.64
2021-04-23 15:30:00,79.194,80.66199999999998,79.149,80.348,20400.426
2021-04-23 15:45:00,80.348,81.0,80.348,80.663,16436.848
2021-04-23 16:00:00,80.63,81.842,80.134,80.33800000000002,31738.649
2021-04-23 16:15:00,80.29,81.175,79.7,80.49,24700.474
2021-04-23 16:30:00,80.388,81.298,79.867,81.249,21101.98
2021-04-23 16:45:00,81.2,81.459,80.804,81.01100000000002,7820.8690000000015
2021-04-23 17:00:00,81.008,81.22800000000002,79.90100000000002,79.959,14554.697
2021-04-23 17:15:00,79.957,81.618,79.926,81.411,16505.383
2021-04-23 17:30:00,81.4,81.631,80.273,80.541,13012.079
2021-04-23 17:45:00,80.545,81.188,80.05199999999998,80.446,10882.592
2021-04-23 18:00:00,80.421,81.192,79.82300000000002,81.036,14017.446000000002
2021-04-23 18:15:00,80.935,82.19,80.596,82.1,15007.521
2021-04-23 18:30:00,82.037,83.0,81.321,83.0,21653.752
2021-04-23 18:45:00,82.89299999999999,83.485,82.14200000000002,83.0,18600.089
2021-04-23 19:00:00,82.959,83.3,82.382,82.837,14575.136
2021-04-23 19:15:00,82.836,83.0,82.296,82.43799999999997,9602.623
2021-04-23 19:30:00,82.486,83.647,82.441,83.553,18114.144
2021-04-23 19:45:00,83.506,84.23899999999998,83.31299999999997,84.13600000000002,17157.683
2021-04-23 20:00:00,84.15,85.98,84.05799999999998,85.87100000000002,25569.098
2021-04-23 20:15:00,85.766,85.87100000000002,84.37799999999999,85.505,28430.962000000003
2021-04-23 20:30:00,85.573,85.574,84.397,84.397,15204.828
2021-04-23 20:45:00,84.4,84.439,82.37700000000002,82.738,29790.048
2021-04-23 21:00:00,82.71600000000002,84.92299999999999,82.71600000000002,84.66799999999998,17280.897
2021-04-23 21:15:00,84.59899999999998,85.057,83.49600000000002,83.727,9574.045
2021-04-23 21:30:00,83.71,83.885,82.8,83.625,11194.325
2021-04-23 21:45:00,83.515,83.583,81.783,82.0,11845.32
2021-04-23 22:00:00,82.0,83.55,81.828,83.4,16539.442
2021-04-23 22:15:00,83.405,83.575,82.5,83.381,12262.501
2021-04-23 22:30:00,83.331,84.63600000000002,82.75,83.926,9023.641
2021-04-23 22:45:00,83.999,84.79799999999999,83.744,84.35700000000001,10679.463
2021-04-23 23:00:00,84.295,85.0,83.962,84.16799999999998,10962.484
2021-04-23 23:15:00,84.175,84.99,84.17,84.811,8311.41
2021-04-23 23:30:00,84.726,85.884,84.64200000000002,85.75200000000002,12522.833
2021-04-23 23:45:00,85.75200000000002,86.302,85.402,86.096,16231.247
2021-04-24 00:00:00,86.102,86.35,82.667,83.556,52741.739
2021-04-24 00:15:00,83.667,83.67200000000003,81.902,81.902,32240.678
2021-04-24 00:30:00,81.9,82.635,81.053,81.34100000000002,43194.035
2021-04-24 00:45:00,81.319,81.808,80.6,81.368,30146.77
2021-04-24 01:00:00,81.344,82.45,81.016,82.331,28516.341
2021-04-24 01:15:00,82.301,82.69200000000002,81.801,82.446,20196.034
2021-04-24 01:30:00,82.375,83.066,82.0,82.29,29015.163
2021-04-24 01:45:00,82.30799999999998,82.96,82.036,82.35600000000002,18987.449
2021-04-24 02:00:00,82.42,82.556,80.979,81.093,46357.794
2021-04-24 02:15:00,81.222,83.086,80.96,82.795,17217.98
2021-04-24 02:30:00,82.765,84.052,82.479,83.719,14987.194
2021-04-24 02:45:00,83.771,84.07799999999997,83.031,83.766,17708.666
2021-04-24 03:00:00,83.766,84.73899999999998,83.766,84.103,14317.311000000003
2021-04-24 03:15:00,84.103,84.885,84.103,84.54799999999999,14581.326
2021-04-24 03:30:00,84.436,84.88600000000002,83.865,83.868,11485.393999999998
2021-04-24 03:45:00,83.865,84.11399999999998,83.572,83.741,9510.344
2021-04-24 04:00:00,83.74,84.795,82.906,84.20700000000002,16915.028000000002
2021-04-24 04:15:00,84.206,84.762,83.583,84.12299999999998,14121.673
2021-04-24 04:30:00,84.161,84.76,83.729,84.35700000000001,12900.979
2021-04-24 04:45:00,84.35700000000001,85.103,84.086,84.64,13043.11
2021-04-24 05:00:00,84.58,84.85700000000001,83.758,84.227,20049.714
2021-04-24 05:15:00,84.23200000000001,84.796,84.07,84.37700000000002,12782.174
2021-04-24 05:30:00,84.323,84.969,84.141,84.829,13585.709
